DATE|CIVIC_BODY|CATEGORY|SUB_CATEGORY|AREA|LAT|LONG
2-Dec-15|Other|Other|Other| Marathahalli|12.951|77.700
30-Nov-15|BBMP|Road|Pothole| Marathahalli|12.951|77.700
2-Dec-15|Other|Other|Other| Btm Layout|12.913|77.609
2-Dec-15|BBMP|Road|Pothole| Bellanduru|12.924|77.672
2-Dec-15|BBMP|Road|Maintenance| Jayanagar|12.928|77.591
30-Nov-15|BBMP|Road|Pothole| Kadugodi|12.977|77.729
2-Dec-15|BBMP|Road|Pothole| Rajaji Nagar|12.972|77.595
2-Dec-15|BBMP|Road|Maintenance| Kammanahalli|13.019|77.635
2-Dec-15|Other|Other|Other| Begur|12.870|77.628
2-Dec-15|Other|Other|Other| Konena Agrahara|12.958|77.661
2-Dec-15|BBMP|Road|Pothole| Garudachar Palya|12.988|77.701
2-Dec-15|BBMP|Road|Pothole| Begur|12.870|77.628
2-Dec-15|KSPCB|Pollution|Air| Begur|12.870|77.628
2-Dec-15|BBMP|Road|Damage| Sampangiram Nagar|12.993|77.575
2-Dec-15|BBMP|Road|Pothole| Konena Agrahara|12.958|77.661
30-Nov-15|BBMP|Animals|StrayAnimal| Rajarajeshwari Nagar|12.924|77.522
1-Dec-15|BTP|Traffic|TrafficJam| Bellanduru|12.924|77.672
2-Dec-15|BBMP|Road|Pothole| Jakkasandra|12.923|77.639
2-Dec-15|Other|Other|Other| Sampangiram Nagar|12.993|77.575
2-Dec-15|BTP|Traffic|TrafficJam| Sudham Nagara|12.957|77.586
2-Dec-15|BTP|Traffic|TrafficJam| Hoysala Nagar|13.017|77.667
2-Dec-15|BBMP|Animals|StrayAnimal| Gottigere|12.857|77.588
2-Dec-15|BBMP|Animals|StrayAnimal| Gottigere|12.857|77.588
2-Dec-15|BBMP|Animals|StrayAnimal| Btm Layout|12.913|77.609
2-Dec-15|BTP|Traffic|TrafficJam| Domlur|12.960|77.641
2-Dec-15|BBMP|Road|Pothole| Dodda Nekkundi|12.975|77.691
2-Dec-15|BTP|Traffic|TrafficJam| Hongasandra|12.893|77.628
2-Dec-15|BTP|Traffic|TrafficJam| Konena Agrahara|12.958|77.661
2-Dec-15|Other|Other|Other| Chowdeshwari|12.994|77.566
2-Dec-15|BBMP|Road|Pothole| C V Raman Nagar|12.985|77.662
2-Dec-15|BWSSB|Water|Problem| Padmanabha Nagar|12.918|77.556
2-Dec-15|BBMP|Road|Pothole| Garudachar Palya|12.988|77.701
2-Dec-15|Other|Other|Other| Vidya Peeta|12.933|77.561
2-Dec-15|BBMP|Cleanliness|Garbage| Vidya Peeta|12.933|77.561
2-Dec-15|BBMP|Animals|StrayAnimal| Dayananda Nagar|12.989|77.564
2-Dec-15|BBMP|Cleanliness|Garbage| Hsr Layout|12.910|77.645
29-Nov-15|BBMP|Cleanliness|Garbage| Vasanthapura|12.894|77.552
2-Dec-15|Other|Other|Other| C V Raman Nagar|12.985|77.662
2-Dec-15|Other|Other|Other| Nagapura|13.002|77.548
2-Dec-15|BBMP|Road|Pothole| Nagapura|13.002|77.548
2-Dec-15|Other|Other|Other| New Tippasandra|12.977|77.649
2-Dec-15|BTP|Traffic|TrafficJam| Garudachar Palya|12.988|77.701
2-Dec-15|BWSSB|Sewage|Problem| Dodda Nekkundi|12.975|77.691
29-Nov-15|BTP|Traffic|TrafficJam| Dodda Nekkundi|12.975|77.691
29-Nov-15|Other|Other|Other| Byatarayanapura|13.061|77.590
2-Dec-15|BBMP|Road|Maintenance| Domlur|12.960|77.641
2-Dec-15|Other|Other|Other| Konena Agrahara|12.958|77.661
2-Dec-15|BBMP|Animals|StrayAnimal| Basavanapura|13.013|77.713
2-Dec-15|Other|Other|Other| Jeevanbhima Nagar|12.963|77.661
2-Dec-15|BBMP|Road|Pothole| Hagadur|12.966|77.757
2-Dec-15|Other|Other|Other| A Narayanapura|12.993|77.673
2-Dec-15|BBMP|Animals|StrayAnimal| Hongasandra|12.893|77.628
2-Dec-15|Other|Other|Other| Katriguppe|12.929|77.557
2-Dec-15|BBMP|Cleanliness|Garbage| Katriguppe|12.929|77.557
2-Dec-15|BBMP|Road|Pothole| Sanjay Nagar|13.037|77.582
2-Dec-15|BTP|Traffic|TrafficJam| Aramane Nagara|13.014|77.583
2-Dec-15|BBMP|Road|Pothole| Lingarajapura|13.008|77.631
29-Nov-15|Other|Other|Other| Dharmaraya Swamy Temple|12.956|77.740
2-Dec-15|BBMP|Road|Pothole| Begur|12.870|77.628
2-Dec-15|BBMP|Cleanliness|Garbage| Hongasandra|12.893|77.628
6-Dec-15|BTP|Traffic|TrafficJam| Garudachar Palya|12.988|77.701
1-Dec-15|BTP|Traffic|TrafficJam| Varthur|12.939|77.747
2-Dec-15|Other|Other|Other| Bilekahalli|12.897|77.611
2-Dec-15|BTP|Traffic|TrafficJam| Hagadur|12.966|77.757
2-Dec-15|BBMP|Road|Pothole| Hmt|13.050|77.527
2-Dec-15|Other|Other|Other| Bilekahalli|12.897|77.611
1-Dec-15|BBMP|Cleanliness|Garbage| Girinagar|12.939|77.544
2-Dec-15|Other|Other|Other| Hmt|13.050|77.527
2-Dec-15|BBMP|Road|Pothole| Bilekahalli|12.897|77.611
2-Dec-15|BBMP|Road|Pothole| Varthur|12.939|77.747
2-Dec-15|Other|Other|Other| Varthur|12.939|77.747
29-Nov-15|BTP|Traffic|TrafficJam| Thanisandra|13.063|77.636
2-Dec-15|Other|Other|Other| Dodda Nekkundi|12.975|77.691
2-Dec-15|Other|Other|Other| Agaram|12.964|77.621
2-Dec-15|BBMP|Road|Pothole| Sampangiram Nagar|12.993|77.575
28-Nov-15|BBMP|Road|Pothole| A Narayanapura|12.993|77.673
2-Dec-15|BBMP|Road|Pothole| Pulikeshinagar|12.997|77.614
2-Dec-15|BBMP|Cleanliness|Garbage| Katriguppe|12.929|77.557
2-Dec-15|Other|Other|Other| Yelahanka Satellite Town|13.098|77.586
2-Dec-15|Other|Other|Other| Other||
2-Dec-15|BBMP|Cleanliness|Garbage| Vidya Peeta|12.933|77.561
2-Dec-15|BESCOM|Lights|Streelight| Kadugodi|12.977|77.729
29-Nov-15|BBMP|Cleanliness|Garbage| Kumaraswamy Layout|12.901|77.565
30-Nov-15|BBMP|Road|Pothole| Hoodi|12.978|77.638
28-Nov-15|BBMP|Cleanliness|Garbage| Koramangala|12.932|77.623
2-Dec-15|BBMP|Cleanliness|Garbage| Hsr Layout|12.910|77.645
2-Dec-15|BWSSB|Sewage|Problem| Benniganahalli|12.998|77.664
2-Dec-15|Other|Other|Other| Banasavadi|13.056|77.496
2-Dec-15|BTP|Traffic|TrafficJam| Madivala|12.923|77.617
2-Dec-15|BBMP|Cleanliness|Garbage| Konankunte|12.884|77.565
2-Dec-15|BTP|Traffic|TrafficJam| Hagadur|12.966|77.757
28-Nov-15|Other|Other|Other| Girinagar|12.939|77.544
2-Dec-15|BBMP|Animals|StrayAnimal| Ejipura|12.939|77.629
28-Nov-15|BTP|Traffic|TrafficJam| Hoodi|12.978|77.638
28-Nov-15|BBMP|Road|Maintenance| Dodda Nekkundi|12.975|77.691
28-Nov-15|BBMP|Animals|StrayAnimal| Jakkasandra|12.923|77.639
2-Dec-15|Other|Other|Other| Katriguppe|12.929|77.557
28-Nov-15|BTP|Traffic|TrafficJam| Agaram|12.964|77.621
28-Nov-15|KSPCB|Pollution|Air| Begur|12.870|77.628
2-Dec-15|BBMP|Road|Pothole| Arekere|12.885|77.588
2-Dec-15|BTP|Traffic|TrafficJam| Jayanagar|12.928|77.591
28-Nov-15|BBMP|Road|Damage| Hongasandra|12.893|77.628
2-Dec-15|Other|Other|Other| Begur|12.870|77.628
28-Nov-15|BTP|Traffic|TrafficJam| Konankunte|12.884|77.565
6-Dec-15|BTP|Traffic|TrafficJam| A Narayanapura|12.993|77.673
1-Dec-15|BTP|Traffic|TrafficJam| Kuvempu Nagar|12.915|77.613
2-Dec-15|BBMP|Cleanliness|Garbage| Suddagunte Palya|12.983|77.655
2-Dec-15|BBMP|Road|Pothole| Srinagar|12.953|77.548
28-Nov-15|Other|Other|Other| Btm Layout|12.913|77.609
2-Dec-15|BTP|Traffic|TrafficJam| Jp Nagar|12.911|77.586
28-Nov-15|BTP|Traffic|TrafficJam| Ejipura|12.939|77.629
28-Nov-15|BTP|Traffic|TrafficJam| Varthur|12.939|77.747
2-Dec-15|BTP|Traffic|TrafficJam| Madivala|12.923|77.617
2-Dec-15|BBMP|Road|Maintenance| Other||
2-Dec-15|BTP|Traffic|TrafficJam| Karisandra||
2-Dec-15|Other|Other|Other| Koramangala|12.932|77.623
2-Dec-15|BBMP|Animals|StrayAnimal| Kacharkanahalli|13.016|77.632
2-Dec-15|BBMP|Cleanliness|Garbage| Puttenahalli|12.894|77.581
2-Dec-15|Other|Other|Other| Dodda Nekkundi|12.975|77.691
2-Dec-15|Other|Other|Other| Sampangiram Nagar|12.993|77.575
2-Dec-15|BTP|Traffic|TrafficJam| A Narayanapura|12.993|77.673
2-Dec-15|Other|Other|Other| Pattabhiram Nagar|12.925|77.591
2-Dec-15|BTP|Traffic|TrafficJam| Yeshwanthpura|13.028|77.541
2-Dec-15|BBMP|Road|Pothole| Hoysala Nagar|13.017|77.667
2-Dec-15|Other|Other|Other| Malleswaram|13.008|77.565
2-Dec-15|BTP|Traffic|TrafficJam| Gangenahalli|12.983|77.393
2-Dec-15|BTP|Traffic|TrafficJam| Ramamurthy Nagar|13.015|77.678
2-Dec-15|BTP|Traffic|TrafficJam| Gangenahalli|12.983|77.393
2-Dec-15|BTP|Traffic|TrafficJam| Aramane Nagara|13.014|77.583
2-Dec-15|BBMP|Road|Pothole| Puttenahalli|12.894|77.581
2-Dec-15|BBMP|Road|Pothole| Hongasandra|12.893|77.628
27-Nov-15|BTP|Traffic|TrafficJam| Thanisandra|13.063|77.636
2-Dec-15|Other|Other|Other| Vijnanapura|13.003|77.672
28-Nov-15|BTP|Traffic|TrafficJam| Gangenahalli|12.983|77.393
2-Dec-15|Other|Other|Other| Other||
2-Dec-15|BTP|Traffic|TrafficJam| Hongasandra|12.893|77.628
2-Dec-15|BWSSB|Water|Problem| Puttenahalli|12.894|77.581
2-Dec-15|BBMP|Animals|StrayAnimal| Horamavu|13.027|77.661
28-Nov-15|Other|Other|Other| Other||
2-Dec-15|BTP|Traffic|TrafficJam| Ramamurthy Nagar|13.015|77.678
2-Dec-15|BBMP|Road|Damage| Bellanduru|12.924|77.672
2-Dec-15|BBMP|Cleanliness|Garbage| Hsr Layout|12.910|77.645
2-Dec-15|BBMP|Road|Maintenance| Dodda Nekkundi|12.975|77.691
30-Nov-15|BWSSB|Water|Problem| Jayamahal|13.004|77.599
2-Dec-15|BBMP|Road|Pothole| Hoodi|12.978|77.638
2-Dec-15|BESCOM|Electricity|PowerOutage| Bellanduru|12.924|77.672
6-Dec-15|BBMP|Road|Pothole| Sampangiram Nagar|12.993|77.575
2-Dec-15|BBMP|Road|Pothole| Bellanduru|12.924|77.672
2-Dec-15|BBMP|Cleanliness|Garbage| Hanumantha Nagar|12.943|77.563
2-Dec-15|BBMP|Cleanliness|Garbage| Ejipura|12.939|77.629
28-Nov-15|BBMP|Road|Pothole| Basavanapura|13.013|77.713
2-Dec-15|BBMP|Road|Damage| Dodda Nekkundi|12.975|77.691
28-Nov-15|BTP|Traffic|TrafficJam| Adugodi|12.972|77.595
2-Dec-15|BBMP|Cleanliness|Garbage| Ramamurthy Nagar|13.015|77.678
2-Dec-15|BBMP|Cleanliness|Garbage| Hsr Layout|12.910|77.645
2-Dec-15|BBMP|Road|Pothole| Dodda Nekkundi|12.975|77.691
2-Dec-15|BBMP|Road|Pothole| Hagadur|12.966|77.757
1-Dec-15|BBMP|Cleanliness|Garbage| J P Park|13.033|77.555
2-Dec-15|Other|Other|Other| Vidya Peeta|12.933|77.561
2-Dec-15|BBMP|Road|Damage| Kadugodi|12.977|77.729
27-Nov-15|BBMP|Animals|StrayAnimal| Puttenahalli|12.894|77.581
2-Dec-15|Other|Other|Other| Dodda Nekkundi|12.975|77.691
1-Dec-15|BBMP|Road|Pothole| Begur|12.870|77.628
1-Dec-15|Other|Other|Other| Jakkuru|13.078|77.599
2-Dec-15|BBMP|Road|Maintenance| Other||
2-Dec-15|BBMP|Road|Pothole| Bommanahalli|12.898|77.618
1-Dec-15|BBMP|Road|Maintenance| Thanisandra|13.063|77.636
1-Dec-15|BESCOM|Lights|Streelight| Rajarajeshwari Nagar|12.924|77.522
1-Dec-15|BBMP|Road|Pothole| Shantala Nagar|12.972|77.513
1-Dec-15|BBMP|Cleanliness|Garbage| Shanthi Nagar|12.954|77.596
1-Dec-15|BTP|Traffic|TrafficJam| Rajarajeshwari Nagar|12.924|77.522
1-Dec-15|BBMP|Road|Pothole| Vasanthapura|12.894|77.552
28-Nov-15|BBMP|Cleanliness|Garbage| Vasanthapura|12.894|77.552
1-Dec-15|BTP|Traffic|TrafficJam| Vijnanapura|13.003|77.672
1-Dec-15|BBMP|Road|Damage| Jakkuru|13.078|77.599
1-Dec-15|BBMP|Cleanliness|Garbage| Madivala|12.923|77.617
1-Dec-15|BBMP|Road|Damage| Hagadur|12.966|77.757
1-Dec-15|BBMP|Road|Maintenance| Kacharkanahalli|13.016|77.632
27-Nov-15|BBMP|Road|Damage| Dodda Nekkundi|12.975|77.691
1-Dec-15|Other|Other|Other| Kodigehalli|13.058|77.576
1-Dec-15|Other|Other|Other| Nagavara|13.046|77.606
1-Dec-15|BBMP|Road|Pothole| Jakkuru|13.078|77.599
1-Dec-15|Other|Other|Other| Bellanduru|12.924|77.672
26-Nov-15|Other|Other|Other| Yelchenahalli|12.900|77.571
1-Dec-15|BBMP|Road|Pothole| Bellanduru|12.924|77.672
1-Dec-15|BBMP|Road|Pothole| Bellanduru|12.924|77.672
1-Dec-15|BTP|Traffic|TrafficJam| Suddagunte Palya|12.983|77.655
1-Dec-15|BBMP|Road|Pothole| Bellanduru|12.924|77.672
1-Dec-15|BBMP|Cleanliness|Garbage| Gangenahalli|12.983|77.393
1-Dec-15|BTP|Violation|Parking| Shakambari Nagar|12.912|77.576
1-Dec-15|BTP|Traffic|TrafficJam| Kodigehalli|13.058|77.576
1-Dec-15|BBMP|Road|Pothole| Hoodi|12.978|77.638
1-Dec-15|Other|Other|Other| Vasanthapura|12.894|77.552
1-Dec-15|BBMP|Cleanliness|Garbage| Shakambari Nagar|12.912|77.576
1-Dec-15|BTP|Traffic|TrafficJam| Aramane Nagara|13.014|77.583
1-Dec-15|BBMP|Road|Maintenance| Btm Layout|12.913|77.609
1-Dec-15|BTP|Traffic|TrafficJam| Varthur|12.939|77.747
1-Dec-15|BTP|Traffic|TrafficJam| Sampangiram Nagar|12.993|77.575
1-Dec-15|BBMP|Cleanliness|Garbage| Jogupalya|12.972|77.595
1-Dec-15|BTP|Traffic|TrafficJam| Kuvempu Nagar|12.915|77.613
1-Dec-15|BWSSB|Sewage|Problem| Garudachar Palya|12.988|77.701
1-Dec-15|BESCOM|Lights|Streelight| Begur|12.870|77.628
1-Dec-15|BBMP|Road|Pothole| Bellanduru|12.924|77.672
1-Dec-15|BESCOM|Lights|Streelight| Vasanthapura|12.894|77.552
1-Dec-15|BBMP|Road|Pothole| Vijnana Nagar|12.978|77.682
1-Dec-15|BESCOM|Lights|Streelight| A Narayanapura|12.993|77.673
1-Dec-15|BESCOM|Lights|Streelight| Yelahanka Satellite Town|13.098|77.586
1-Dec-15|BBMP|Road|Maintenance| Uttarahalli|12.907|77.552
1-Dec-15|Other|Other|Other| Hemmigepura|12.886|77.490
1-Dec-15|BBMP|Cleanliness|Garbage| C V Raman Nagar|12.985|77.662
1-Dec-15|BBMP|Road|Pothole| Bellanduru|12.924|77.672
1-Dec-15|BBMP|Road|Pothole| Uttarahalli|12.907|77.552
1-Dec-15|BTP|Traffic|TrafficJam| Jogupalya|12.972|77.595
1-Dec-15|BBMP|Animals|StrayAnimal| Jogupalya|12.972|77.595
1-Dec-15|BBMP|Road|Pothole| Bilekahalli|12.897|77.611
1-Dec-15|BBMP|Road|Pothole| Hbr Layout|13.019|77.647
1-Dec-15|BBMP|Cleanliness|Garbage| Attiguppe|12.961|77.530
1-Dec-15|BTP|Traffic|TrafficJam| Byatarayanapura|13.061|77.590
1-Dec-15|Other|Other|Other| Jakkuru|13.078|77.599
27-Nov-15|Other|Other|Other| Shantala Nagar|12.972|77.513
1-Dec-15|BBMP|Animals|StrayAnimal| Devasandra|13.006|77.695
1-Dec-15|BBMP|Cleanliness|Garbage| Begur|12.870|77.628
1-Dec-15|BBMP|Cleanliness|Garbage| Jakkasandra|12.923|77.639
1-Dec-15|BTP|Traffic|TrafficJam| Koramangala|12.932|77.623
1-Dec-15|Other|Other|Other| Varthur|12.939|77.747
1-Dec-15|Other|Other|Other| Btm Layout|12.913|77.609
26-Nov-15|BTP|Traffic|TrafficJam| Hebbal|13.032|77.599
1-Dec-15|BTP|Traffic|TrafficJam| Thanisandra|13.063|77.636
1-Dec-15|BTP|Traffic|TrafficJam| Dodda Nekkundi|12.975|77.691
6-Dec-15|Other|Other|Other| K R Puram|13.008|77.732
28-Nov-15|BBMP|Road|Damage| Laggere|13.008|77.522
1-Dec-15|BBMP|Cleanliness|Garbage| Pulikeshinagar|12.997|77.614
1-Dec-15|BBMP|Cleanliness|Garbage| Jp Nagar|12.911|77.586
1-Dec-15|BBMP|Animals|StrayAnimal| Uttarahalli|12.907|77.552
30-Nov-15|Other|Other|Other| Other||
1-Dec-15|BBMP|Animals|StrayAnimal| Nagarabhavi|12.972|77.513
1-Dec-15|Other|Other|Other| New Tippasandra|12.977|77.649
1-Dec-15|BBMP|Road|Maintenance| Other||
1-Dec-15|Other|Other|Other| Konena Agrahara|12.958|77.661
1-Dec-15|BTP|Traffic|TrafficJam| Marathahalli|12.951|77.700
30-Nov-15|BBMP|Road|Pothole| Shantala Nagar|12.972|77.513
1-Dec-15|BBMP|Road|Maintenance| Arekere|12.885|77.588
1-Dec-15|BBMP|Road|Pothole| Hagadur|12.966|77.757
1-Dec-15|BBMP|Cleanliness|Garbage| Sampangiram Nagar|12.993|77.575
25-Nov-15|BTP|Traffic|TrafficJam| Other||
1-Dec-15|BTP|Traffic|TrafficJam| Garudachar Palya|12.988|77.701
1-Dec-15|BBMP|Cleanliness|Garbage| C V Raman Nagar|12.985|77.662
1-Dec-15|BBMP|Road|Pothole| Madivala|12.923|77.617
1-Dec-15|BESCOM|Lights|Streelight| Laggere|13.008|77.522
1-Dec-15|BTP|Traffic|TrafficJam| Lakshmi Devi Nagar|13.014|77.527
1-Dec-15|BTP|Traffic|TrafficJam| Marathahalli|12.951|77.700
1-Dec-15|BTP|Traffic|TrafficJam| Vijnana Nagar|12.978|77.682
1-Dec-15|BTP|Traffic|TrafficJam| Aramane Nagara|13.014|77.583
1-Dec-15|BBMP|Road|Maintenance| Dodda Nekkundi|12.975|77.691
1-Dec-15|Other|Other|Other| Hoodi|12.978|77.638
30-Nov-15|Other|Other|Other| Vijnana Nagar|12.978|77.682
1-Dec-15|BBMP|Cleanliness|Garbage| Thanisandra|13.063|77.636
1-Dec-15|Other|Other|Other| Jakkuru|13.078|77.599
6-Dec-15|BTP|Traffic|TrafficJam| Konena Agrahara|12.958|77.661
1-Dec-15|Other|Other|Other| Bellanduru|12.924|77.672
25-Nov-15|BBMP|Road|Maintenance| Jakkuru|13.078|77.599
1-Dec-15|BBMP|Road|Damage| Bellanduru|12.924|77.672
1-Dec-15|BBMP|Road|Pothole| Bellanduru|12.924|77.672
1-Dec-15|BESCOM|Lights|Streelight| Dodda Nekkundi|12.975|77.691
1-Dec-15|BBMP|Cleanliness|Garbage| Koramangala|12.932|77.623
1-Dec-15|BBMP|Animals|StrayAnimal| Other||
1-Dec-15|BBMP|Road|Damage| Dodda Nekkundi|12.975|77.691
1-Dec-15|BBMP|Animals|StrayAnimal| Sarakki|12.910|77.573
1-Dec-15|BBMP|Animals|StrayAnimal| Sarakki|12.910|77.573
1-Dec-15|BBMP|Cleanliness|Garbage| Begur|12.870|77.628
1-Dec-15|BTP|Traffic|TrafficJam| Singasandra|12.880|77.646
1-Dec-15|Other|Other|Other| Hemmigepura|12.886|77.490
1-Dec-15|BTP|Traffic|TrafficJam| Cottonpete|12.996|77.563
25-Nov-15|BBMP|Cleanliness|Garbage| Byatarayanapura|13.061|77.590
8-Dec-15|BBMP|Road|Damage| Hbr Layout|13.019|77.647
25-Nov-15|BBMP|Animals|StrayAnimal| Devara Jeevanahalli|13.011|77.604
1-Dec-15|BBMP|Cleanliness|Garbage| Girinagar|12.939|77.544
25-Nov-15|BBMP|Cleanliness|Garbage| Begur|12.870|77.628
1-Dec-15|BBMP|Road|Pothole| Bellanduru|12.924|77.672
1-Dec-15|BTP|Traffic|TrafficJam| Kengeri|12.900|77.483
1-Dec-15|BTP|Traffic|TrafficJam| Hoodi|12.978|77.638
1-Dec-15|BBMP|Animals|StrayAnimal| Hsr Layout|12.910|77.645
1-Dec-15|BTP|Traffic|TrafficJam| Yelahanka Satellite Town|13.098|77.586
25-Nov-15|BTP|Traffic|TrafficJam| Thanisandra|13.063|77.636
26-Nov-15|BMTC|Others|Other| Singasandra|12.880|77.646
1-Dec-15|BBMP|Road|Pothole| Vijnana Nagar|12.978|77.682
1-Dec-15|BBMP|Cleanliness|Garbage| Koramangala|12.932|77.623
25-Nov-15|BBMP|Cleanliness|Garbage| Srinagar|12.953|77.548
1-Dec-15|BBMP|Animals|StrayAnimal| Hemmigepura|12.886|77.490
1-Dec-15|Other|Other|Other| Other||
1-Dec-15|BESCOM|Lights|Streelight| Other||
1-Dec-15|BTP|Traffic|TrafficJam| Benniganahalli|12.998|77.664
1-Dec-15|BTP|Traffic|TrafficJam| Varthur|12.939|77.747
1-Dec-15|BBMP|Road|Pothole| Varthur|12.939|77.747
25-Nov-15|BBMP|Road|Pothole| Bilekahalli|12.897|77.611
1-Dec-15|BBMP|Animals|StrayAnimal| Bilekahalli|12.897|77.611
30-Nov-15|BBMP|Road|Maintenance| Hagadur|12.966|77.757
25-Nov-15|BBMP|Road|Pothole| Bellanduru|12.924|77.672
1-Dec-15|Other|Other|Other| Bellanduru|12.924|77.672
1-Dec-15|BBMP|Road|Damage| Hbr Layout|13.019|77.647
1-Dec-15|Other|Other|Other| Varthur|12.939|77.747
1-Dec-15|BBMP|Road|Pothole| Gali Anjaneya Temple|12.909|77.575
1-Dec-15|BBMP|Cleanliness|Garbage| Sampangiram Nagar|12.993|77.575
1-Dec-15|BBMP|Animals|StrayAnimal| Konankunte|12.884|77.565
1-Dec-15|BBMP|Road|Pothole| Konena Agrahara|12.958|77.661
1-Dec-15|BBMP|Road|Maintenance| Jayanagar East|12.933|77.584
25-Nov-15|BBMP|Road|Pothole| Hal Airport|12.971|77.650
1-Dec-15|BESCOM|Lights|Streelight| Hoodi|12.978|77.638
1-Dec-15|BTP|Traffic|TrafficJam| Varthur|12.939|77.747
1-Dec-15|BBMP|Cleanliness|Garbage| Horamavu|13.027|77.661
30-Nov-15|BBMP|Animals|StrayAnimal| Hsr Layout|12.910|77.645
1-Dec-15|BBMP|Road|Maintenance| Dodda Nekkundi|12.975|77.691
29-Nov-15|BBMP|Road|Pothole| Garudachar Palya|12.988|77.701
1-Dec-15|BBMP|Road|Pothole| Hoodi|12.978|77.638
1-Dec-15|BMTC|Buses|MoreBuses| Marenahalli|13.119|77.679
26-Nov-15|BMTC|Buses|MoreBuses| Gandhi Nagar|12.979|77.575
1-Dec-15|BTP|Traffic|TrafficJam| Dodda Nekkundi|12.975|77.691
1-Dec-15|Other|Other|Other| Dodda Nekkundi|12.975|77.691
30-Nov-15|BTP|Traffic|TrafficJam| Hoodi|12.978|77.638
30-Nov-15|BBMP|Animals|StrayAnimal| Madivala|12.923|77.617
1-Dec-15|Other|Other|Other| Hbr Layout|13.019|77.647
1-Dec-15|BESCOM|Lights|Streelight| Begur|12.870|77.628
1-Dec-15|BTP|Traffic|TrafficJam| Hmt|13.050|77.527
1-Dec-15|BTP|Traffic|TrafficJam| Dodda Nekkundi|12.975|77.691
1-Dec-15|BMTC|Infrastructure|BusShelter| Jakkasandra|12.923|77.639
24-Nov-15|Other|Other|Other| Sampangiram Nagar|12.993|77.575
24-Nov-15|BTP|Traffic|TrafficJam| Jayanagar East|12.933|77.584
1-Dec-15|Other|Other|Other| Other||
1-Dec-15|BBMP|Cleanliness|Garbage| A Narayanapura|12.993|77.673
1-Dec-15|BESCOM|Lights|Streelight| Yediyur|12.931|77.572
1-Dec-15|BBMP|Cleanliness|Garbage| Attiguppe|12.961|77.530
1-Dec-15|BBMP|Road|Damage| Garudachar Palya|12.988|77.701
1-Dec-15|BBMP|Cleanliness|Garbage| Puttenahalli|12.894|77.581
1-Dec-15|BBMP|Cleanliness|Garbage| Shantala Nagar|12.972|77.513
1-Dec-15|BBMP|Road|Pothole| Begur|12.870|77.628
1-Dec-15|BBMP|Cleanliness|Garbage| Vidyaranyapura|13.075|77.559
1-Dec-15|BTP|Traffic|TrafficJam| Sampangiram Nagar|12.993|77.575
1-Dec-15|BTP|Traffic|TrafficJam| Devasandra|13.006|77.695
1-Dec-15|Other|Other|Other| Devasandra|13.006|77.695
1-Dec-15|BBMP|Road|Pothole| Marathahalli|12.951|77.700
25-Nov-15|BTP|Traffic|TrafficJam| Radhakrishna Temple||
1-Dec-15|BBMP|Road|Pothole| Basavanapura|13.013|77.713
24-Nov-15|Other|Other|Other| Hombegowda Nagar|12.945|77.597
24-Nov-15|Other|Other|Other| Basavanapura|13.013|77.713
30-Nov-15|BBMP|Road|Damage| Bommanahalli|12.898|77.618
1-Dec-15|Other|Other|Other| Bellanduru|12.924|77.672
1-Dec-15|Other|Other|Other| Hoodi|12.978|77.638
1-Dec-15|BBMP|Road|Pothole| Hmt|13.050|77.527
1-Dec-15|BBMP|Animals|StrayAnimal| Bilekahalli|12.897|77.611
1-Dec-15|BBMP|Road|Damage| A Narayanapura|12.993|77.673
1-Dec-15|BBMP|Road|Pothole| A Narayanapura|12.993|77.673
1-Dec-15|BTP|Traffic|TrafficJam| Arekere|12.885|77.588
1-Dec-15|BWSSB|Sewage|Problem| Ramamurthy Nagar|13.015|77.678
1-Dec-15|BBMP|Road|Pothole| Begur|12.870|77.628
1-Dec-15|BTP|Traffic|TrafficJam| Vishveshwarapura|12.954|77.578
1-Dec-15|BTP|Traffic|TrafficJam| Marathahalli|12.951|77.700
26-Nov-15|BBMP|Road|Pothole| Jakkasandra|12.923|77.639
26-Nov-15|BBMP|Road|Pothole| Thanisandra|13.063|77.636
24-Nov-15|BBMP|Road|Pothole| Jnana Bharathi|12.952|77.516
1-Dec-15|Other|Other|Other| Begur|12.870|77.628
1-Dec-15|Other|Other|Other| Begur|12.870|77.628
1-Dec-15|BWSSB|Water|Problem| Ejipura|12.939|77.629
24-Nov-15|BBMP|Cleanliness|Garbage| Manorayanapalya|13.030|77.604
1-Dec-15|BBMP|Road|Pothole| Marathahalli|12.951|77.700
1-Dec-15|BBMP|Cleanliness|Garbage| Rajarajeshwari Nagar|12.924|77.522
1-Dec-15|BBMP|Road|Pothole| Jakkasandra|12.923|77.639
1-Dec-15|BBMP|Road|Pothole| Hsr Layout|12.910|77.645
1-Dec-15|Other|Other|Other| Begur|12.870|77.628
24-Nov-15|BTP|Traffic|TrafficJam| Varthur|12.939|77.747
1-Dec-15|Other|Other|Other| Ramamurthy Nagar|13.015|77.678
1-Dec-15|BTP|Traffic|TrafficJam| Dodda Nekkundi|12.975|77.691
1-Dec-15|BTP|Traffic|TrafficJam| A Narayanapura|12.993|77.673
1-Dec-15|BBMP|Road|Pothole| Devasandra|13.006|77.695
1-Dec-15|BBMP|Cleanliness|Garbage| Dharmaraya Swamy Temple|12.956|77.740
